IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
166021190,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,20:04,TARAVAL,NONE,1700 Block of 10TH AV,-122.466863917192,37.755579972541,"(37.755579972541, -122.466863917192)",16602119006372
166007322,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,13:49,TARAVAL,NONE,1500 Block of KIRKHAM ST,-122.477382222805,37.7597539005935,"(37.7597539005935, -122.477382222805)",16600732206372
166006108,NON-CRIMINAL,LOST PROPERTY,Tuesday,12/01/2015,12:30,CENTRAL,NONE,GEARY ST / LEAVENWORTH ST,-122.414809966357,37.7865194111614,"(37.7865194111614, -122.414809966357)",16600610871000
160647487,OTHER OFFENSES,HARASSING PHONE CALLS,Tuesday,12/01/2015,00:01,NORTHERN,NONE,2300 Block of FILLMORE ST,-122.434225174063,37.7911685255545,"(37.7911685255545, -122.434225174063)",16064748728135
160613927,MISSING PERSON,FOUND PERSON,Tuesday,12/01/2015,00:01,INGLESIDE,NONE,4400 Block of MISSION ST,-122.433862258402,37.726027299009,"(37.726027299009, -122.433862258402)",16061392775000
160613927,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,12/01/2015,00:01,INGLESIDE,NONE,4400 Block of MISSION ST,-122.433862258402,37.726027299009,"(37.726027299009, -122.433862258402)",16061392715500
160613927,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Tuesday,12/01/2015,00:01,INGLESIDE,NONE,4400 Block of MISSION ST,-122.433862258402,37.726027299009,"(37.726027299009, -122.433862258402)",16061392704144
160591555,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,12/01/2015,12:00,MISSION,NONE,300 Block of CAPP ST,-122.418262236032,37.7610817998691,"(37.7610817998691, -122.418262236032)",16059155509024
160565500,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,00:01,TARAVAL,NONE,1600 Block of 16TH AV,-122.473512258732,37.7565161846436,"(37.7565161846436, -122.473512258732)",16056550009029
160504031,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,12/01/2015,09:05,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,"(37.8096707013239, -122.365565425353)",16050403106221
160464112,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,12/01/2015,08:00,TARAVAL,NONE,300 Block of JUDAH ST,-122.465661743153,37.762252815152,"(37.762252815152, -122.465661743153)",16046411209024
160388051,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Tuesday,12/01/2015,08:00,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,-122.396374439116,37.7980532528058,"(37.7980532528058, -122.396374439116)",16038805105151
160368081,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,09:00,TARAVAL,NONE,1600 Block of 41ST AV,-122.500306742828,37.7559697150676,"(37.7559697150676, -122.500306742828)",16036808109029
160356280,ASSAULT,THREATS AGAINST LIFE,Tuesday,12/01/2015,00:01,MISSION,NONE,24TH ST / CAPP ST,-122.417360139477,37.7523063170181,"(37.7523063170181, -122.417360139477)",16035628019057
160347784,NON-CRIMINAL,CASE CLOSURE,Tuesday,12/01/2015,20:15,NORTHERN,UNFOUNDED,2700 Block of BAKER ST,-122.445574418969,37.7962929911956,"(37.7962929911956, -122.445574418969)",16034778475030
160347784,NON-CRIMINAL,COURTESY REPORT,Tuesday,12/01/2015,20:15,NORTHERN,UNFOUNDED,2700 Block of BAKER ST,-122.445574418969,37.7962929911956,"(37.7962929911956, -122.445574418969)",16034778468030
160347784,OTHER OFFENSES,FALSE PERSONATION,Tuesday,12/01/2015,20:15,NORTHERN,UNFOUNDED,2700 Block of BAKER ST,-122.445574418969,37.7962929911956,"(37.7962929911956, -122.445574418969)",16034778409027
160283439,ASSAULT,THREATS AGAINST LIFE,Tuesday,12/01/2015,00:01,MISSION,NONE,2500 Block of MISSION ST,-122.418753848152,37.7562250119744,"(37.7562250119744, -122.418753848152)",16028343919057
160247952,OTHER OFFENSES,FALSE PERSONATION,Tuesday,12/01/2015,15:00,RICHMOND,NONE,200 Block of 17TH AV,-122.47630132602,37.7833236883104,"(37.7833236883104, -122.47630132602)",16024795209027
160233218,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Tuesday,12/01/2015,08:00,TARAVAL,NONE,500 Block of BRIGHT ST,-122.463640451655,37.7208047137525,"(37.7208047137525, -122.463640451655)",16023321809024
160216907,"SEX OFFENSES, FORCIBLE",ANNOY OR MOLEST CHILDREN,Tuesday,12/01/2015,00:01,MISSION,NONE,3000 Block of HARRISON ST,-122.411584193034,37.7486195212612,"(37.7486195212612, -122.411584193034)",16021690714010
160215460,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,12/01/2015,12:00,NORTHERN,NONE,400 Block of GOUGH ST,-122.42309400129,37.7771077210197,"(37.7771077210197, -122.42309400129)",16021546064070
160165376,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,12/01/2015,07:00,NORTHERN,NONE,800 Block of EDDY ST,-122.421645255897,37.7827335061208,"(37.7827335061208, -122.421645255897)",16016537664070
160165376,OTHER OFFENSES,HARASSING PHONE CALLS,Tuesday,12/01/2015,07:00,NORTHERN,NONE,800 Block of EDDY ST,-122.421645255897,37.7827335061208,"(37.7827335061208, -122.421645255897)",16016537628135
160160285,EXTORTION,EXTORTION,Tuesday,12/01/2015,21:00,TARAVAL,NONE,300 Block of GARFIELD ST,-122.46581498471,37.7197368610502,"(37.7197368610502, -122.46581498471)",16016028526100
160160285,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,12/01/2015,21:00,TARAVAL,NONE,300 Block of GARFIELD ST,-122.46581498471,37.7197368610502,"(37.7197368610502, -122.46581498471)",16016028515200
160147653,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,12/01/2015,00:01,CENTRAL,NONE,300 Block of BATTERY ST,-122.400265230387,37.7943597193806,"(37.7943597193806, -122.400265230387)",16014765309320
160147653,OTHER OFFENSES,"MONEY, PROPERTY OR LABOR, FRAUDULENTLY OBTAINING",Tuesday,12/01/2015,00:01,CENTRAL,NONE,300 Block of BATTERY ST,-122.400265230387,37.7943597193806,"(37.7943597193806, -122.400265230387)",16014765309031
160147653,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,00:01,CENTRAL,NONE,300 Block of BATTERY ST,-122.400265230387,37.7943597193806,"(37.7943597193806, -122.400265230387)",16014765309029
160132698,ASSAULT,THREATS AGAINST LIFE,Tuesday,12/01/2015,00:01,CENTRAL,NONE,400 Block of GREEN ST,-122.407008625662,37.7996968891966,"(37.7996968891966, -122.407008625662)",16013269819057
160132698,ASSAULT,BATTERY,Tuesday,12/01/2015,00:01,CENTRAL,NONE,400 Block of GREEN ST,-122.407008625662,37.7996968891966,"(37.7996968891966, -122.407008625662)",16013269804134
160118193,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,12:00,NORTHERN,NONE,500 Block of HAYES ST,-122.425416290071,37.7766280227851,"(37.7766280227851, -122.425416290071)",16011819309029
160106223,ASSAULT,THREATS AGAINST LIFE,Tuesday,12/01/2015,00:01,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",16010622319057
160106223,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Tuesday,12/01/2015,00:01,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,"(37.7627436601147, -122.421747650463)",16010622315041
160093915,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:00,PARK,NONE,BRODERICK ST / GOLDEN GATE AV,-122.440213789519,37.7785116051319,"(37.7785116051319, -122.440213789519)",16009391506244
160083784,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,00:01,PARK,NONE,100 Block of UPPER TR,-122.444079146842,37.7650412446606,"(37.7650412446606, -122.444079146842)",16008378409029
160081998,MISSING PERSON,MISSING ADULT,Tuesday,12/01/2015,12:00,BAYVIEW,NONE,200 Block of WILLIAMS AV,-122.397744427103,37.7299346936044,"(37.7299346936044, -122.397744427103)",16008199874000
160078183,OTHER OFFENSES,FALSE PERSONATION,Tuesday,12/01/2015,00:01,RICHMOND,NONE,7700 Block of GEARY BL,-122.502432526326,37.7796175446427,"(37.7796175446427, -122.502432526326)",16007818309027
160075258,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,12/01/2015,12:00,NORTHERN,NONE,3600 Block of FILLMORE ST,-122.437128329955,37.8039716576743,"(37.8039716576743, -122.437128329955)",16007525806304
160044689,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,12/01/2015,12:00,SOUTHERN,NONE,100 Block of TOWNSEND ST,-122.391588816975,37.7796910137658,"(37.7796910137658, -122.391588816975)",16004468907023
160044576,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,12/01/2015,00:01,MISSION,NONE,1400 Block of CHURCH ST,-122.426937897817,37.7473004188732,"(37.7473004188732, -122.426937897817)",16004457664070
160041657,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,12/01/2015,00:01,NORTHERN,NONE,0 Block of VANNESS AV,-122.419512541033,37.7756495714097,"(37.7756495714097, -122.419512541033)",16004165709320
160038648,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Tuesday,12/01/2015,18:15,CENTRAL,NONE,400 Block of PINE ST,-122.403209139403,37.7917627206894,"(37.7917627206894, -122.403209139403)",16003864806126
160022958,LARCENY/THEFT,GRAND THEFT BICYCLE,Tuesday,12/01/2015,12:00,RICHMOND,NONE,800 Block of LA PLAYA ST,-122.5100335576,37.7723065559956,"(37.7723065559956, -122.5100335576)",16002295806314
156308544,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,12/01/2015,18:00,PARK,NONE,800 Block of CORBETT AV,-122.443311182346,37.753327213597,"(37.753327213597, -122.443311182346)",15630854406224
156307126,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,12/01/2015,17:00,TARAVAL,NONE,1900 Block of KIRKHAM ST,-122.481690805514,37.7595640884599,"(37.7595640884599, -122.481690805514)",15630712628150
156300910,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,13:00,MISSION,NONE,3500 Block of CESAR CHAVEZ ST,-122.420832650303,37.7479994493226,"(37.7479994493226, -122.420832650303)",15630091006244
156299824,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,09:30,SOUTHERN,NONE,BRANNAN ST / 2ND ST,-122.392082305321,37.7818457722573,"(37.7818457722573, -122.392082305321)",15629982406244
156298155,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,12/01/2015,09:00,SOUTHERN,NONE,500 Block of MARKET ST,-122.400194768944,37.7900527936016,"(37.7900527936016, -122.400194768944)",15629815506313
156295888,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:05,BAYVIEW,NONE,600 Block of DEHARO ST,-122.401191922623,37.7616428225519,"(37.7616428225519, -122.401191922623)",15629588806244
156295866,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,16:00,BAYVIEW,NONE,3RD ST / 23RD ST,-122.388004140125,37.7553898296702,"(37.7553898296702, -122.388004140125)",15629586606374
156295797,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,14:45,SOUTHERN,NONE,1000 Block of HOWARD ST,-122.40749684872,37.7795496260755,"(37.7795496260755, -122.40749684872)",15629579706372
156295731,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,18:00,BAYVIEW,NONE,SAN BRUNO AV / FELTON ST,-122.404594140634,37.7300379995128,"(37.7300379995128, -122.404594140634)",15629573106244
156295725,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,12:30,BAYVIEW,NONE,1100 Block of ILLINOIS ST,-122.387199178599,37.7561077526854,"(37.7561077526854, -122.387199178599)",15629572506244
156295521,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,13:00,SOUTHERN,NONE,1000 Block of MARKET ST,-122.411339562557,37.7812707434494,"(37.7812707434494, -122.411339562557)",15629552106372
156294266,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,22:00,TARAVAL,NONE,1700 Block of 29TH AV,-122.487179093939,37.7546871389934,"(37.7546871389934, -122.487179093939)",15629426606244
156293951,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,23:50,INGLESIDE,NONE,BRAZIL AV / LAGRANDE AV,-122.42547895155,37.7202325556594,"(37.7202325556594, -122.42547895155)",15629395106244
156293945,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,00:01,INGLESIDE,NONE,200 Block of CHENERY ST,-122.426002788084,37.7386527836149,"(37.7386527836149, -122.426002788084)",15629394506244
156293111,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,12:00,CENTRAL,NONE,THE EMBARCADERONORTH ST / STOCKTON ST,-122.410785253423,37.808337402093,"(37.808337402093, -122.410785253423)",15629311106374
156293042,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,12/01/2015,13:00,SOUTHERN,NONE,500 Block of MARKET ST,-122.400194768944,37.7900527936016,"(37.7900527936016, -122.400194768944)",15629304206313
156292856,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,17:00,SOUTHERN,NONE,500 Block of MISSION ST,-122.399010207568,37.7887066123323,"(37.7887066123323, -122.399010207568)",15629285606374
156292840,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:20,SOUTHERN,NONE,500 Block of 9TH ST,-122.407702149718,37.7706967930865,"(37.7706967930865, -122.407702149718)",15629284006244
156292618,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,20:00,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425,"(37.7841893501425, -122.407633520742)",15629261806374
156292511,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,22:00,TARAVAL,NONE,600 Block of LAKEVIEW AV,-122.457653782276,37.7181775254245,"(37.7181775254245, -122.457653782276)",15629251106244
156292470,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,00:01,TARAVAL,NONE,300 Block of VICENTE ST,-122.47054164627,37.7394844264578,"(37.7394844264578, -122.47054164627)",15629247006244
156292464,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,23:00,TARAVAL,NONE,1600 Block of 10TH AV,-122.466857142543,37.7574509870817,"(37.7574509870817, -122.466857142543)",15629246406244
156292458,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,21:11,TARAVAL,NONE,1700 Block of 16TH AV,-122.473370728894,37.7549429267022,"(37.7549429267022, -122.473370728894)",15629245806244
156292442,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,17:30,TARAVAL,NONE,1200 Block of 37TH AV,-122.496527079269,37.7633265275807,"(37.7633265275807, -122.496527079269)",15629244206244
156292389,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,16:52,SOUTHERN,NONE,BERRY ST / 5TH ST,-122.395579199971,37.7740323542157,"(37.7740323542157, -122.395579199971)",15629238906374
156292367,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,20:00,SOUTHERN,NONE,RITCH ST / BRANNAN ST,-122.394843884059,37.7796643336356,"(37.7796643336356, -122.394843884059)",15629236706244
156292351,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:00,SOUTHERN,NONE,500 Block of 9TH ST,-122.407702149718,37.7706967930865,"(37.7706967930865, -122.407702149718)",15629235106244
156292345,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,14:30,SOUTHERN,NONE,900 Block of FOLSOM ST,-122.40397938421,37.7798747354156,"(37.7798747354156, -122.40397938421)",15629234506244
156292339,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,13:00,SOUTHERN,NONE,9TH ST / FOLSOM ST,-122.411612378034,37.7737679567236,"(37.7737679567236, -122.411612378034)",15629233906244
156292282,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,12/01/2015,06:00,SOUTHERN,NONE,DIVISION ST / VERMONT ST,-122.404992126126,37.769716305198,"(37.769716305198, -122.404992126126)",15629228228150
156292000,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,23:00,CENTRAL,NONE,HYDE ST / SUTTER ST,-122.4168291485,37.788178697075,"(37.788178697075, -122.4168291485)",15629200006244
156291494,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,16:00,PARK,NONE,100 Block of LOCKSLEY AV,-122.463082794078,37.7577363372928,"(37.7577363372928, -122.463082794078)",15629149406372
156291472,NON-CRIMINAL,LOST PROPERTY,Tuesday,12/01/2015,16:00,PARK,NONE,100 Block of NOE ST,-122.4334390759,37.7670576552688,"(37.7670576552688, -122.4334390759)",15629147271000
156291466,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,20:00,PARK,NONE,FULTON ST / SCOTT ST,-122.436507619977,37.7770672269836,"(37.7770672269836, -122.436507619977)",15629146606244
156291171,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,12/01/2015,06:25,MISSION,NONE,200 Block of FLORIDA ST,-122.411710526028,37.7674733590819,"(37.7674733590819, -122.411710526028)",15629117106224
156291165,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,22:59,NORTHERN,NONE,OCTAVIA ST / PACIFIC AV,-122.428161709718,37.7941882064706,"(37.7941882064706, -122.428161709718)",15629116506244
156291159,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,23:30,NORTHERN,NONE,100 Block of FELL ST,-122.420332099593,37.7762075768262,"(37.7762075768262, -122.420332099593)",15629115906244
156291143,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,18:30,NORTHERN,NONE,1900 Block of SACRAMENTO ST,-122.424986680473,37.7909216376653,"(37.7909216376653, -122.424986680473)",15629114306244
156291109,LARCENY/THEFT,GRAND THEFT BICYCLE,Tuesday,12/01/2015,18:30,CENTRAL,NONE,0 Block of COLUMBUS AV,-122.404194806445,37.7962244453408,"(37.7962244453408, -122.404194806445)",15629110906314
156290935,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,20:10,TARAVAL,NONE,2500 Block of NORIEGA ST,-122.490944359836,37.7535477247351,"(37.7535477247351, -122.490944359836)",15629093506244
156290929,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:00,TARAVAL,NONE,IRVING ST / 23RD AV,-122.481409590947,37.763371933133,"(37.763371933133, -122.481409590947)",15629092906244
156290894,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,11:45,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.50022040363,37.718954166945,"(37.718954166945, -122.50022040363)",15629089406244
156290769,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:45,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.431206932079,37.7845681170336,"(37.7845681170336, -122.431206932079)",15629076906244
156290753,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,14:15,NORTHERN,NONE,300 Block of HAYES ST,-122.422180938873,37.7770395107539,"(37.7770395107539, -122.422180938873)",15629075306374
156290446,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,12/01/2015,15:00,NORTHERN,NONE,1000 Block of ELLIS ST,-122.423477953324,37.7834532119734,"(37.7834532119734, -122.423477953324)",15629044606374
156290333,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,15:00,NORTHERN,NONE,PIERCE ST / LOMBARD ST,-122.439337465056,37.7994245989124,"(37.7994245989124, -122.439337465056)",15629033306244
156290327,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Tuesday,12/01/2015,07:30,NORTHERN,NONE,2400 Block of FILLMORE ST,-122.43440245623,37.7920487528292,"(37.7920487528292, -122.43440245623)",15629032719050
156290264,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,12/01/2015,11:50,NORTHERN,NONE,300 Block of GOUGH ST,-122.422766863019,37.7761916214672,"(37.7761916214672, -122.422766863019)",15629026406224
156290242,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,06:36,NORTHERN,NONE,BAY ST / BRODERICK ST,-122.444895932455,37.8016239858871,"(37.8016239858871, -122.444895932455)",15629024206244
156290220,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,12/01/2015,03:00,NORTHERN,NONE,MCALLISTER ST / VANNESS AV,-122.420250482603,37.7800745746334,"(37.7800745746334, -122.420250482603)",15629022006372
151123171,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,12/01/2015,00:01,NORTHERN,NONE,2100 Block of UNION ST,-122.434673085796,37.7971372773654,"(37.7971372773654, -122.434673085796)",15112317168020
151043397,SUSPICIOUS OCC,UNUSUAL OCCURENCE,Tuesday,12/01/2015,21:30,INGLESIDE,NONE,SANTOS ST / BLYTHDALE AV,-122.418770479936,37.7107332124,"(37.7107332124, -122.418770479936)",15104339764090
151043381,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,12/01/2015,21:47,PARK,"ARREST, BOOKED",OAK ST / BRODERICK ST,-122.439088398996,37.7729208953381,"(37.7729208953381, -122.439088398996)",15104338165015
151043369,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,12/01/2015,21:46,BAYVIEW,NONE,2200 Block of JERROLD AV,-122.401153325445,37.7455266252261,"(37.7455266252261, -122.401153325445)",15104336907055
151043353,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:00,NORTHERN,NONE,1200 Block of FILLMORE ST,-122.432168165552,37.7809799644491,"(37.7809799644491, -122.432168165552)",15104335306244
151043347,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,19:45,PARK,NONE,2500 Block of GEARY BL,-122.445217147539,37.7827388378288,"(37.7827388378288, -122.445217147539)",15104334706244
151043331,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,12/01/2015,21:30,TARAVAL,"ARREST, BOOKED",19TH AV / SLOAT BL,-122.475102006298,37.734623708357,"(37.734623708357, -122.475102006298)",15104333165016
151043319,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,12/01/2015,21:13,RICHMOND,"ARREST, CITED",GEARY BL / 7TH AV,-122.465352649881,37.7809630027431,"(37.7809630027431, -122.465352649881)",15104331965016
151043278,KIDNAPPING,"KIDNAPPING, ADULT VICTIM",Tuesday,12/01/2015,16:00,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.435740203607,37.7235480520195,"(37.7235480520195, -122.435740203607)",15104327826141
151043278,ASSAULT,FALSE IMPRISONMENT,Tuesday,12/01/2015,16:00,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.435740203607,37.7235480520195,"(37.7235480520195, -122.435740203607)",15104327804170
151043278,"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,12/01/2015,16:00,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.435740203607,37.7235480520195,"(37.7235480520195, -122.435740203607)",15104327802104
151043278,"SEX OFFENSES, FORCIBLE","PENETRATION, FORCED, WITH OBJECT",Tuesday,12/01/2015,16:00,INGLESIDE,"ARREST, BOOKED",4600 Block of MISSION ST,-122.435740203607,37.7235480520195,"(37.7235480520195, -122.435740203607)",15104327802020
151043256,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,12/01/2015,20:47,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.403404791479,37.775420706711,"(37.775420706711, -122.403404791479)",15104325665015
151043240,RECOVERED VEHICLE,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Tuesday,12/01/2015,20:50,BAYVIEW,NONE,200 Block of RANKIN ST,-122.391961767292,37.745443057699,"(37.745443057699, -122.391961767292)",15104324007055
151043234,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,12/01/2015,18:38,BAYVIEW,NONE,0 Block of QUINT ST,-122.388651348688,37.7459906821684,"(37.7459906821684, -122.388651348688)",15104323406303
151043206,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,12/01/2015,06:00,RICHMOND,NONE,2300 Block of BUSH ST,-122.435930905199,37.7866495541341,"(37.7866495541341, -122.435930905199)",15104320668020
151043206,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,12/01/2015,06:00,RICHMOND,NONE,2300 Block of BUSH ST,-122.435930905199,37.7866495541341,"(37.7866495541341, -122.435930905199)",15104320615200
151043193,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,12/01/2015,18:45,NORTHERN,NONE,POST ST / BUCHANAN ST,-122.429792899837,37.7855609320034,"(37.7855609320034, -122.429792899837)",15104319306242
151043187,TRESPASS,TRESPASSING,Tuesday,12/01/2015,19:45,SOUTHERN,"ARREST, BOOKED",1800 Block of MARKET ST,-122.423636278531,37.7715566582355,"(37.7715566582355, -122.423636278531)",15104318727195
151043171,OTHER OFFENSES,CONSPIRACY,Tuesday,12/01/2015,20:35,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.40509433812,37.7789940710712,"(37.7789940710712, -122.40509433812)",15104317126080
151043171,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,12/01/2015,20:35,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.40509433812,37.7789940710712,"(37.7789940710712, -122.40509433812)",15104317111012
151043171,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,12/01/2015,20:35,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.40509433812,37.7789940710712,"(37.7789940710712, -122.40509433812)",15104317105014
151043159,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,12/01/2015,11:00,TARAVAL,NONE,1900 Block of 22ND AV,-122.479559390553,37.751280540786,"(37.751280540786, -122.479559390553)",15104315909029
